Date,Open,High,Low,Close,Volume
2023-01-01,312.5268486457604,314.0708045181116,312.0580237255496,312.48,1252
2023-01-02,315.47268237352847,316.3058780561272,313.60153531640356,314.92,27601
2023-01-03,314.4112539843654,315.4550283090139,314.8393563750122,315.14,51474
2023-01-04,313.2690466324086,313.08376149417546,311.81573782918593,312.63,33910
2023-01-05,312.1404849375876,313.71959847049544,311.33166129322456,312.6,11596
2023-01-06,311.7064317419741,311.88595255639353,310.89714118955715,311.77,52755
2023-01-07,313.1615355191717,313.8758772412137,312.4823549160868,312.82,36495
2023-01-08,313.5632629326161,315.0386349683662,312.8241068550767,313.39,23355
2023-01-09,311.608922567928,312.6463541958155,309.8331803364593,311.64,39918
2023-01-10,314.2223001951209,314.7950472274849,314.513290390189,314.62,5550
2023-01-11,313.4481598742021,312.7439678040209,310.79895566286143,312.72,8163
2023-01-12,313.0496392602383,315.250974068717,313.74787174920533,313.89,59659
2023-01-13,315.0479837754454,314.80096593148875,312.7416161675395,314.55,40757
2023-01-14,315.23049725705556,316.34264222665144,314.4263788049324,315.63,3352
2023-01-15,315.5764533848487,316.67355793703786,314.8323292505689,316.13,56288
2023-01-16,315.98163678447753,315.12965811697165,313.40567753792635,315.11,16148
2023-01-17,314.60453910615166,316.966458092715,313.5245485236239,314.99,23838
2023-01-18,319.6523145180202,320.88681638698733,318.6701660923223,319.86,38412
2023-01-19,319.12393096049755,318.94325415012,316.7501854008313,318.19,26810
2023-01-20,321.06459308372524,321.7288236697737,318.84944253720477,320.1,62575
2023-01-21,319.65374199648295,320.3359541333823,317.40253941280577,319.3,42828
2023-01-22,320.6155469464356,322.322684858618,319.8795364713404,320.84,92774
2023-01-23,321.5205348588828,322.9864653425462,322.2382372915896,322.52,66880
2023-01-24,320.91834577560945,321.08555651998205,319.5247609054106,320.78,43027
2023-01-25,322.20453150128316,323.3681326530486,322.18793027288814,322.76,75751
2023-01-26,321.08629871084577,323.0072874231717,321.4950445452142,321.53,11567
2023-01-27,322.03451797298544,322.1365976917027,321.08658138245625,321.32,67650
2023-01-28,324.5436736000082,325.3608086769245,323.3134240102288,324.26,18061
2023-01-29,326.69260305510517,327.73713848740573,324.3364302407172,326.26,87587
2023-01-30,327.35187059684034,329.07253026344165,325.8028572446484,327.59,64921
2023-01-31,327.8841846218369,330.7067039207684,327.7792552250327,328.85,21423
2023-02-01,327.8964306267212,330.60670244816913,326.99638491950475,328.87,93274
2023-02-02,331.53862308105334,331.93445737491373,330.14282010023123,330.54,5302
2023-02-03,331.91323998263306,332.27315824434373,329.86419730807285,331.09,74498
2023-02-04,334.43577607482166,335.7440647702361,333.05899663862664,334.02,81958
2023-02-05,335.11449979328887,335.6638882308047,333.2277303063372,334.73,28350
2023-02-06,335.95624703003006,338.12949093752866,334.6758965574135,336.22,89277
2023-02-07,336.35785216996607,338.2443830132024,335.63429744547545,337.06,94769
2023-02-08,338.0090016844634,339.9218867252659,338.6830504550293,338.79,65530
2023-02-09,337.7118038758776,339.6885811009728,337.4994681049717,337.8,85846
2023-02-10,338.2581042660611,339.8479305056449,336.62972024753617,338.01,52304
2023-02-11,339.72265168875845,339.29864447199816,337.0785187126987,338.84,55954
2023-02-12,341.73448268870163,343.47918302663675,341.7688546695793,342.36,90711
2023-02-13,339.85218151313796,339.71094039496154,337.8579866511385,338.94,31966
2023-02-14,344.2263547367132,344.5263757622414,341.6009323931829,343.41,23435
2023-02-15,346.61506153149327,348.04086244688415,346.51819353427203,346.87,89719
2023-02-16,346.4320120731562,346.80823393608716,344.9912694324103,346.02,38753
2023-02-17,345.60768499895886,348.3620526111622,345.6727533761921,346.38,83282
2023-02-18,347.34638508043145,347.18066419020556,344.62011060534957,346.57,1837
2023-02-19,346.25639666278124,347.54704689107274,345.7094613583679,346.17,62941
2023-02-20,348.65294028975705,349.5310892160455,346.1202895401615,348.01,32378
2023-02-21,349.49470991057024,351.52550166698893,349.4745786092625,349.66,78541
2023-02-22,351.49168991919566,352.5246996060655,349.6242126883934,350.53,83756
2023-02-23,351.34607568277664,352.11342628501995,350.2133883412795,351.43,60028
2023-02-24,350.582771081795,352.74158077537817,350.276896659761,350.99,79177
2023-02-25,352.79599189881975,354.269068245739,352.35544984512177,352.42,54288
2023-02-26,352.9987092665277,354.0808536160602,351.9705006796975,352.78,37585
2023-02-27,353.30343792984615,354.29176701357875,353.3785844362979,353.71,87078
2023-02-28,352.4757022359669,354.9138170525528,352.1531861664294,353.34,98824
2023-03-01,355.00018887782085,354.4864694448508,353.0799532097274,354.37,40522
2023-03-02,354.8134692657787,355.38346861070096,352.25797506612867,354.09,36131
2023-03-03,355.2367376153755,356.2786160387811,353.06415384087524,354.32,3903
2023-03-04,359.583753571254,359.20520489508226,357.7411522461033,358.88,24835
2023-03-05,358.33974396737847,359.5314513461985,357.30852812000455,357.85,39620
2023-03-06,357.1060593019706,358.46147524940415,357.3480246940067,357.65,99721
2023-03-07,360.12792999513186,361.45368549112806,360.02843012182467,360.24,93413
2023-03-08,360.37987139586744,362.06341937710647,359.3229442333227,361.24,81973
2023-03-09,362.93420460898153,364.22601202956446,362.705236514957,362.76,23190
2023-03-10,362.50948076606653,364.4472687640472,362.2728550589685,362.46,24182
2023-03-11,365.4750432053137,366.9996487126925,365.16353750045886,365.94,94094
2023-03-12,364.76658307124274,365.34088752407695,364.74733597497647,364.85,8980
2023-03-13,364.4944813392909,365.3144079614016,363.30713993600745,364.2,58780
2023-03-14,362.0591081558567,364.13761231236646,360.4046879035577,362.3,20921
2023-03-15,364.80421042549466,365.35331033516314,364.0346524785442,364.33,69124
2023-03-16,363.4920229957502,363.83394513061506,362.3509537578297,363.19,90401
2023-03-17,360.62780758562013,362.07371806676446,360.41663144770354,360.73,26664
2023-03-18,358.2121874910178,360.1640520676741,356.59809749823125,358.53,49227
2023-03-19,356.86676976018015,358.37753120816564,355.194046593535,356.38,82235
2023-03-20,355.692608602927,357.3202216387668,355.18443977945265,355.74,27635
2023-03-21,356.13414580498517,356.8170762024239,355.2061374047823,355.87,2450
2023-03-22,355.8922399795768,356.00808295089894,354.2892459093376,354.93,5726
2023-03-23,356.21337746030434,356.22332632864754,355.6151495029715,355.78,34733
2023-03-24,355.42349765981805,355.38450749452477,354.32360275170925,354.92,96277
2023-03-25,353.73719802267146,354.21770135059785,352.2124785053955,354.05,79453
2023-03-26,355.9103865066169,357.04536919959816,354.6902249160881,355.56,37759
2023-03-27,353.59427416274326,353.83325379985854,352.65600819433325,353.76,42725
2023-03-28,360.8998873856214,361.01853686566653,358.5686350177865,360.25,70202
2023-03-29,361.4748182739439,361.17742969198326,358.8328848160867,360.72,83534
2023-03-30,359.01747062887864,360.06599766093717,356.52580302714006,358.34,92627
2023-03-31,353.405977473727,354.6044364493332,353.10647981100306,353.84,26837
2023-04-01,356.6478550515493,358.1721861106603,354.94638933881333,356.67,45084
2023-04-02,355.1429445551771,356.204528001123,354.7549909242255,356.13,83180
2023-04-03,355.97032361610843,356.85490959543506,355.1889517918066,355.56,6344
2023-04-04,357.98259503368473,357.1958732777944,355.2122798814066,357.18,77261
2023-04-05,356.83904131020154,357.79068646436616,356.6884704363297,357.2,43874
2023-04-06,359.26152786748196,360.38834939210506,357.430052231468,359.07,50733
2023-04-07,357.7110499676577,359.57795806163153,358.131718254101,358.28,8871
2023-04-08,357.5991817155139,358.2620871876749,357.3769307332896,358.2,54168
2023-04-09,359.77723045146655,360.56673600947715,358.99442076157345,360.0,87216
2023-04-10,359.1499105583044,359.74817360279,357.0272246505997,358.3,35364
