Date,Open,High,Low,Close,Volume
2023-01-01,284.0797876771969,284.90023620185656,284.1031202811775,284.85,94530
2023-01-02,284.6281845172934,286.29368998195673,283.74602171619864,285.57,28635
2023-01-03,285.42748398471105,287.88933550301385,284.40851004336383,286.16,15518
2023-01-04,285.9073663099154,287.5513187524299,286.5421211291646,286.63,77767
2023-01-05,286.67894646482495,288.59611841037986,287.42096092947475,287.49,3292
2023-01-06,284.6989511490071,285.579590552342,285.2757498570657,285.47,11643
2023-01-07,283.71593792708336,284.6665859950836,284.1258344542611,284.27,19320
2023-01-08,283.6472518849557,284.55886545364604,282.82653536411703,283.88,68362
2023-01-09,289.4714956148955,290.325687404159,288.09239832878006,288.84,7738
2023-01-10,289.7281841373482,290.5921285305332,289.3561446316019,290.49,4053
2023-01-11,292.5919648104806,292.36260519686977,290.309019872582,291.68,36394
2023-01-12,291.2817182464749,293.06197597223405,291.0199903897341,291.79,29439
2023-01-13,290.0240875891743,290.34769451780284,288.70200546659606,289.78,64547
2023-01-14,290.9556831133227,290.1741666540005,288.96713731139215,290.09,46396
2023-01-15,288.7634710962204,290.62478101787354,287.3236546960399,288.8,10731
2023-01-16,289.22681130265187,290.60253627427693,289.50953407193504,290.17,1597
2023-01-17,291.1600910513979,292.9565740390351,290.8517824906468,291.87,66127
2023-01-18,290.63983522492504,292.2572372341695,289.98661683970005,290.57,86075
2023-01-19,288.09947476512724,289.1098638994641,288.61108763701486,288.99,54135
2023-01-20,288.53096113668596,290.8909797965567,288.74264848388594,289.19,62546
2023-01-21,290.7104028445291,291.7349489815753,289.73497298436325,290.91,48346
2023-01-22,290.5320814554557,290.23525714011515,288.46192804528795,290.23,16784
2023-01-23,291.04568278426717,292.1375753938891,290.9938067701664,291.63,63388
2023-01-24,292.28529984086794,292.70551913294923,291.6173401919636,292.29,60162
2023-01-25,293.1785918748086,292.519297666988,290.8963620261964,292.4,49140
2023-01-26,290.9554639283285,290.845166282402,288.8618248210661,290.82,64581
2023-01-27,292.36720688207237,293.7662712233581,291.94614167598417,292.2,29717
2023-01-28,292.80335233928736,292.53614330481776,291.0165270988936,291.94,18141
2023-01-29,292.4960966026959,292.1886277675371,291.25626538690307,291.94,96044
2023-01-30,290.66632454400093,292.44220854894655,289.4373780140962,291.27,20333
2023-01-31,295.2762444870641,296.5934360100102,294.2608203017733,295.78,8202
2023-02-01,301.77942646551367,301.51806766452336,299.71200069366614,301.4,50766
2023-02-02,299.525694950107,300.34138780441066,297.9058188435084,299.47,78491
2023-02-03,299.281120789985,301.0626289035624,299.06555049219116,299.11,44049
2023-02-04,298.02129654171733,299.5512278184327,298.1042605975384,298.88,19831
2023-02-05,299.2646290214872,299.21073005132126,297.8279608381361,299.07,91180
