Date,Open,High,Low,Close,Volume
2023-01-01,391.737824958753,393.1318903209262,390.2632730355799,391.28,39532
2023-01-02,387.22527452379535,389.00974252001805,386.9131154078078,388.11,75307
2023-01-03,387.8817884753933,387.7998107811866,386.30027882168196,387.71,96999
2023-01-04,389.3308960730132,390.6142815525349,387.72902778537235,388.85,1359
2023-01-05,394.1312634348592,395.57689554814743,392.798151779858,394.18,9909
2023-01-06,389.83236012591186,392.58723843955045,389.6835336488202,390.82,36560
2023-01-07,393.2510897175775,395.7012513041923,392.94137454819,393.77,39049
2023-01-08,393.965132085277,393.50178575293955,393.1354255140751,393.22,8832
2023-01-09,394.66405127486104,397.240359411517,393.8503050087978,395.3,36098
2023-01-10,394.4403693658472,394.95853295334695,394.28704912258297,394.38,5326
2023-01-11,390.17630952014974,391.4265882739545,389.4719090694372,390.78,68938
2023-01-12,390.2646499499733,391.6584879582661,390.51233673436474,390.69,47011
2023-01-13,391.57963044818035,392.29636695515353,391.8469954241239,392.02,42792
2023-01-14,393.55568023105855,395.6647049510321,393.7925249658875,394.22,22189
2023-01-15,394.3616362246728,396.44780586851834,394.0196658207453,394.9,74657
2023-01-16,392.8176819951044,394.52715322046106,392.7577488167594,393.59,25249
2023-01-17,393.047230520376,392.6431849401152,390.63387672062896,392.28,47051
2023-01-18,395.6160775543514,396.42000693519117,394.6084779989637,395.6,89053
2023-01-19,399.47108870400064,399.76909512256896,398.00626010946473,399.22,12513
2023-01-20,398.3928390056421,399.94923817658946,396.45806800356024,397.98,66236
2023-01-21,398.606908715109,399.2686089456241,396.09144293343013,397.95,53705
2023-01-22,399.13660364959304,398.7263922730089,398.4836839236796,398.57,10861
2023-01-23,394.6861207597359,395.57271215675615,394.0806365913686,395.22,63794
2023-01-24,395.2566309897434,396.51303553747414,394.2901019688827,395.99,17116
2023-01-25,396.35966935589784,396.6557944196091,394.8593675728697,396.49,19326
2023-01-26,395.6869587633577,396.5762120340821,395.8753504871348,395.9,97828
2023-01-27,393.7879234764588,394.9365187776767,394.32908862285774,394.57,8748
2023-01-28,394.73290755708456,395.7369792590353,393.15757218825473,394.42,83268
2023-01-29,394.4171109841364,393.8726570529501,392.8967891249819,393.67,20754
2023-01-30,390.398747196725,390.75800079216975,390.4446625450224,390.68,5217
2023-01-31,392.33614451678096,394.29860397122536,392.9487392646986,393.09,68642
2023-02-01,392.21508951254594,393.60689181956207,392.0411194733368,392.59,85751
2023-02-02,391.97885406117774,392.04359134349363,390.62089469300196,391.89,32385
2023-02-03,393.18234781001047,394.32509691280336,391.8057578142029,392.79,48163
2023-02-04,394.47695038967527,394.2535400562546,391.7041395072127,393.64,80653
2023-02-05,392.20211482781593,393.51418462129374,392.1962204064556,393.08,57581
2023-02-06,393.9153230774542,394.8921180647713,393.2063567272015,394.76,70445
2023-02-07,395.85449095678865,398.24726829100405,396.2471058617369,396.63,48235
2023-02-08,395.0743280904735,397.27937807522244,394.513211063378,396.02,45548
2023-02-09,401.763894110307,403.0521912771451,400.1865628325952,401.39,31561
2023-02-10,401.0639457003685,402.25476039222514,400.90562783022256,401.76,64752
2023-02-11,406.4642084604502,405.82962588531376,405.3548086444732,405.61,8846
2023-02-12,409.2849123560148,410.98944267914777,408.035112789181,409.46,85060
2023-02-13,408.65257301492795,410.14279713061245,407.62658780588777,408.2,27375
2023-02-14,410.47441578686346,411.5324874748412,409.8156161244722,411.24,2044
2023-02-15,413.7961731360969,414.4015664091854,411.66587670130065,413.06,73107
2023-02-16,414.19349994145927,415.2940743014042,413.1559512536421,413.96,85988
2023-02-17,413.71598507098844,414.4399008979108,413.04022429806383,413.42,95324
2023-02-18,414.4710563014537,415.94950690346275,413.719436728638,414.39,78962
2023-02-19,414.33406011237173,414.4473192725361,413.29938253187424,413.93,77697
2023-02-20,412.53702387523475,413.2545905274837,410.4878153057649,411.97,46033
2023-02-21,410.7027793332169,411.0485207888694,408.38067295628844,410.29,32076
2023-02-22,409.5079580072831,408.91375844360346,407.95001181165804,408.8,6836
2023-02-23,409.0583804313115,409.8754112635155,406.94638871936127,408.62,85360
2023-02-24,407.9670278486994,408.4000842861502,406.1228325429888,407.5,28657
2023-02-25,409.79607497988343,409.20940218704726,407.00761352871024,408.89,82444
2023-02-26,410.4722980977916,410.64717519212314,407.6838430615752,409.62,67497
2023-02-27,408.54215414860505,409.5321868104275,406.71009986270724,407.77,51719
2023-02-28,408.5447546383223,408.54965590297974,406.8054400630613,408.05,45722
2023-03-01,411.50237149307674,411.10553292057006,410.2928144815762,411.03,97737
2023-03-02,406.4685135584169,407.5150161375863,406.95596047526027,407.34,61061
2023-03-03,409.91073898986895,410.4363710119067,409.53947075339306,410.27,76265
2023-03-04,411.33327938951277,412.56314255451184,410.0737051755901,411.62,7266
2023-03-05,411.34532888648266,412.5071466341475,411.8718966830396,412.13,56356
2023-03-06,409.5886342821894,411.09003394724806,409.3067940005868,410.11,11082
2023-03-07,409.1820410179059,411.4199430428061,409.9365558825196,410.03,98444
2023-03-08,409.4000987805505,409.1761302221038,408.43280728021176,408.78,54264
2023-03-09,408.83025202142835,408.88618297426933,407.099188258766,408.39,66126
2023-03-10,409.4558337300266,409.7127928784348,408.65494120562164,409.69,5861
2023-03-11,407.93824549338495,408.33655361697055,406.383810004784,408.28,60759
2023-03-12,404.15354428978065,406.5214161379143,403.3677268026216,404.99,80140
2023-03-13,405.9469585908269,406.7496579915411,405.07719232277304,405.96,97019
2023-03-14,407.83829490910085,407.6427694752818,405.8785990598026,407.38,29998
2023-03-15,406.1681555134549,408.1843756702157,405.84338103767186,406.55,57995
2023-03-16,402.7314886497339,403.6928216371384,402.74442555179934,403.49,7484
2023-03-17,405.37745429615296,406.94916353296173,404.1220232347538,405.02,81489
2023-03-18,406.3987034115478,407.23866745316525,405.27275028424,406.81,78110
