Date,Open,High,Low,Close,Volume
2023-01-01,468.0327787654745,468.3484780957399,466.82865461749,467.3,59637
2023-01-02,467.4826362670595,466.8169646185951,465.49440201401086,466.69,60550
2023-01-03,466.7486674623988,468.4405631192857,466.59635573330974,467.34,60957
2023-01-04,470.78496394923826,472.066719973263,469.6998875353013,470.8,43794
2023-01-05,469.8519131445606,471.70743343002306,470.0604389065607,470.49,58439
2023-01-06,471.8917550874699,471.9282728365244,470.5760373106598,470.92,39068
2023-01-07,474.370964131087,473.99136265232937,472.6073978578208,473.78,96101
2023-01-08,475.14102414021403,476.2566547621377,475.1915739525783,475.43,6079
2023-01-09,476.7382208164682,478.460805857971,475.4601707212852,477.21,88321
2023-01-10,477.4227422438934,478.35638586314957,477.3283545734249,478.24,76128
2023-01-11,478.2767012912599,479.72041388289216,478.6032298320938,478.87,11545
2023-01-12,477.6992266757317,477.5071633400923,475.5538126120879,477.32,69523
2023-01-13,475.50827625030996,475.2552030929725,473.32241167267375,475.13,64636
2023-01-14,472.36767412523574,473.06702623920444,470.8398897614576,472.08,92135
2023-01-15,470.9983901723329,470.91420474886684,469.29009580814267,470.84,97032
2023-01-16,471.90300510225114,472.4146358114472,471.79045564835957,472.13,85499
2023-01-17,470.4115273978591,472.13181550330125,469.4821913706283,470.47,67813
2023-01-18,472.6416900038206,475.54124451341227,473.16684192503834,473.56,32093
2023-01-19,475.2792067289509,476.99412483539874,475.04254170192894,476.13,61188
2023-01-20,475.46851970327117,476.437903009404,474.4275941413797,474.54,86669
2023-01-21,474.82786631755187,474.94666519268924,472.22758494375284,474.11,73168
2023-01-22,470.04629980389586,471.028111187817,469.6935922627134,470.88,56084
2023-01-23,468.07831849143156,469.0759446198865,468.54107233657095,468.82,80007
2023-01-24,468.8437202833827,468.7770821169956,467.19377627871336,468.72,49284
2023-01-25,468.97423656824293,469.23115231056113,468.93558758659134,469.04,99483
2023-01-26,469.8385178322136,471.1719429683841,469.5226928639827,470.4,73693
2023-01-27,471.36556163216784,472.6576379440474,471.46990837256556,471.82,73837
2023-01-28,471.8489161971496,472.2663312575661,469.64986767351587,471.04,79574
2023-01-29,472.3792284472315,473.44737960708903,472.27627866314083,473.32,62066
2023-01-30,474.2986076591345,476.7541403141514,474.3665889820645,474.87,10026
2023-01-31,473.20807331196744,472.91329551827425,471.29130609453955,472.87,92606
2023-02-01,474.76281556285915,474.84623382986825,473.7399345600787,473.83,15151
2023-02-02,474.38854785314965,474.3607579179413,471.92467752696336,473.59,99833
2023-02-03,472.71235705506706,474.7608539568632,471.57818716174125,473.47,46869
2023-02-04,471.7913287719872,472.9632156007512,469.97321769293956,471.77,91895
2023-02-05,473.0690700255393,473.4800367015928,472.5675896154519,472.96,89137
2023-02-06,472.60429378221346,474.5539213369397,472.68806947145555,473.59,32034
2023-02-07,475.805725722593,477.626893117782,474.4023812918416,476.3,91372
2023-02-08,474.90452665759886,475.6351854740088,473.5379168906536,474.98,28771
2023-02-09,476.99212891350254,479.3106167701606,475.87553344259584,477.45,37652
2023-02-10,478.2377793231334,477.838230530858,476.3737441131609,477.67,51787
2023-02-11,479.04721825355585,480.129823055494,478.2883621188435,479.56,87709
2023-02-12,483.33693818051194,484.5897048258233,481.76563326376095,482.81,63786
2023-02-13,484.42605263666564,483.72579258729917,482.5455946298321,483.61,98109
2023-02-14,485.3105165762051,486.07573015773926,482.8305247903439,484.83,67550
2023-02-15,484.01330479327964,485.05064238956936,483.1576906195971,484.24,32600
2023-02-16,484.6017524889566,486.5094015936669,484.1269556428461,485.43,61289
2023-02-17,486.2258196598571,487.32512565585216,485.161371434172,487.15,52992
2023-02-18,487.2706708103119,489.4044868340679,486.95607880632497,487.62,73626
2023-02-19,487.9277169514698,488.2400688536275,486.0924473395835,487.38,26079
2023-02-20,487.35047035828336,488.25438753560553,486.34699662437197,488.0,59049
2023-02-21,489.02232230153106,489.4165587856095,488.7365418647763,489.25,33557
2023-02-22,492.5289645590001,492.08840680453613,490.00527408744347,491.89,60851
2023-02-23,493.3366066480097,493.63239089973285,491.3720744067704,492.59,20095
2023-02-24,495.1782657981703,495.03289076954457,494.1559243403821,494.48,73661
2023-02-25,495.88849248429227,497.8555745763058,494.72016915739454,496.4,51117
2023-02-26,495.08427745739056,495.71991367761393,494.0970401230256,494.82,75715
2023-02-27,495.6051438041663,495.7855943231843,492.75073159943173,494.72,87822
2023-02-28,493.3846089445741,494.70375400180876,492.9494744802947,493.04,21794
2023-03-01,491.2274457625344,492.9934972333148,490.27602034074613,491.66,7740
2023-03-02,493.2953951948967,493.55536085600755,491.30264524261696,492.59,38044
2023-03-03,495.76535894507884,495.6062880045548,493.30584379686854,495.3,13320
2023-03-04,494.5246623495619,494.98051877640034,493.35241164755706,494.53,88126
2023-03-05,497.7458908263211,498.9058793651056,496.2515775816727,497.22,8169
2023-03-06,494.3566877690744,497.2222467945185,493.87839071882314,495.28,51889
2023-03-07,494.9271493805847,496.64277394381696,494.9304821228137,495.43,61113
2023-03-08,498.58127879107127,497.7431319951895,496.88904980860787,497.72,71873
2023-03-09,497.1373823717345,499.6247895664071,496.8417450928418,497.87,39941
2023-03-10,499.68511260136916,500.14374174873734,498.9699630791329,499.46,68066
2023-03-11,499.8942196135806,500.3233639026171,498.13412174631765,499.24,62833
2023-03-12,498.7714572681062,500.3076126970578,499.0155465843407,499.62,2830
2023-03-13,501.3156755914221,501.33705648300787,499.14925828796436,500.4,80825
2023-03-14,503.5805255635606,503.85660394932717,502.26020738647327,502.67,31437
2023-03-15,502.66096292370094,504.99043219355957,503.1075375736289,503.5,99905
2023-03-16,502.56286889497795,503.24710321781464,501.22199196964283,502.79,21820
2023-03-17,504.2739875404526,504.5277021272835,503.07277357048366,503.74,19595
2023-03-18,505.60538673896605,506.33051678733534,504.4117442988695,504.64,72081
2023-03-19,501.33515224697925,502.8978964013177,499.8162176024801,501.01,46545
2023-03-20,499.6233906874935,501.1034301576314,498.1896897673489,499.94,62286
2023-03-21,503.7145481324562,504.6492626286857,502.60204727103155,502.74,27864
2023-03-22,508.09265599890557,508.9852042745528,507.48770841441296,507.69,30765
2023-03-23,512.1685173464829,513.183080132799,509.7697458898684,511.65,37040
2023-03-24,512.9203450086559,513.9389331250574,511.45915159979023,512.89,30228
2023-03-25,514.5729378979605,514.4081654673492,512.7220610214023,514.0,75160
2023-03-26,516.8644155098161,518.098200174483,517.4946433064631,517.82,42019
2023-03-27,521.3884216585396,521.7005443885505,519.3056404145709,520.51,79608
2023-03-28,519.5616577045308,518.8612798071786,518.249402021288,518.86,61537
2023-03-29,523.7207092816029,526.3021798927563,523.8969495931475,524.35,25505
2023-03-30,524.7460558671021,527.582084845916,524.1441391137337,525.59,51796
2023-03-31,525.4776878704048,526.2092236422332,524.421071223835,525.88,51840
2023-04-01,523.6588487212994,524.9976513699596,522.6376598384855,523.02,27337
2023-04-02,524.7752151878234,525.0330678837491,523.9748008538562,524.77,40242
2023-04-03,524.1886326616087,525.2404329026748,523.1754108810277,524.35,92087
2023-04-04,523.3227972654598,524.4063928425201,521.354150477468,522.44,23410
2023-04-05,521.9708601198885,522.9678796619316,519.8362994768528,521.61,29941
2023-04-06,522.5738384893907,522.5679341539067,519.953404535102,521.59,61726
2023-04-07,521.8171515572141,523.5520432895286,520.6401919032,522.3,98934
2023-04-08,522.1813682750203,521.9909199856507,521.7082192087069,521.79,16089
2023-04-09,523.2262158966633,525.0609917600165,522.7649570720515,523.83,56345
2023-04-10,522.1450571210908,524.9711490431044,521.9650057150944,523.05,15809
