Date,Open,High,Low,Close,Volume
2023-01-01,189.783385799784,191.02356501918175,189.40039913635962,190.44,98437
2023-01-02,189.87969816781808,191.70255452587554,189.36308363536344,190.73,99761
2023-01-03,191.39825905521633,192.30115391876467,189.17528617845804,190.68,37120
2023-01-04,193.83031862503034,193.77232625635153,191.75210400968282,193.21,71007
2023-01-05,192.53287783375183,193.81347026104748,191.5476929598492,193.33,30295
2023-01-06,192.54603683588027,193.2738318623955,191.45918973948187,192.1,19834
2023-01-07,191.94480363582642,194.04040939718482,191.81261836484956,192.87,32539
2023-01-08,192.81152241889495,192.80778605473674,190.93904324092125,192.05,53407
2023-01-09,190.85464560480304,190.18706606720372,188.0923717153795,190.04,76107
2023-01-10,189.07189020052587,190.08306997206003,188.22710369879923,189.79,98054
2023-01-11,187.9136407679238,190.7687592444405,187.90553861503506,188.8,81197
2023-01-12,188.68454214515836,190.75529258469908,188.88372186555196,188.89,59920
2023-01-13,187.7647606334603,187.63251794025365,186.6510087320394,187.52,30371
2023-01-14,186.963424238632,187.94629034508728,184.15761580728807,186.06,46812
2023-01-15,186.20240729640778,186.97218230469028,186.1835248106149,186.43,6592
2023-01-16,189.49792856049817,190.59743833687293,188.09349203874092,188.65,62370
2023-01-17,189.91569827742578,191.01418951327062,189.03800354664455,189.96,85845
2023-01-18,190.13083625983936,190.54715156037824,189.87022062120948,190.53,85680
2023-01-19,193.32761557232334,195.44954736400678,193.9755563366159,194.09,59968
2023-01-20,192.6906297117137,193.37424636275452,191.82099457321038,193.31,75256
2023-01-21,192.0930830417846,193.1620489641264,191.52146111144535,192.82,17294
2023-01-22,189.6889031435745,189.57499425193694,187.68400029648203,189.01,35049
2023-01-23,192.02107953150312,192.33942213305517,190.36209510354522,191.85,45288
2023-01-24,192.96400560858905,193.85703630237398,192.51093207088897,193.43,96082
2023-01-25,193.8254603041241,195.31443591644904,191.9746071129358,193.32,42007
2023-01-26,193.8213442627487,194.92167165587463,192.47416855858316,193.85,48164
2023-01-27,192.75495665876701,193.92680192799298,190.87728668789205,192.62,4583
2023-01-28,191.96358941725728,191.98534153946827,190.11814651162933,191.6,40418
2023-01-29,195.2666801488188,195.8977249243169,193.7492030512026,195.04,23768
2023-01-30,193.74509277254327,193.51018310798102,191.4851874962648,193.14,59972
2023-01-31,194.0565084284313,194.54177834274128,192.76188686016056,194.13,45218
2023-02-01,199.08142635698638,200.34053025186844,198.0117558921648,199.23,32865
2023-02-02,200.67172925531446,201.2774645579533,199.91480364965125,200.34,61534
2023-02-03,201.49231653389143,202.53723124648795,200.4624289891215,201.44,34224
2023-02-04,197.7927217927575,199.85305410071555,197.26734932483723,198.72,36171
2023-02-05,197.91416144217087,200.67928614607058,197.9765051663755,198.86,21359
2023-02-06,197.3499533952605,197.39782661106378,196.18508948757298,196.83,23443
2023-02-07,198.97302236633584,198.50384500504654,198.0931200119122,198.39,49409
2023-02-08,203.75761929075261,202.80721820313096,201.56441222697222,202.8,95631
2023-02-09,201.40449126606552,202.69765113673415,200.64562669441327,201.13,77266
2023-02-10,200.09894379363925,201.11284251202542,198.9217114210551,199.72,78643
2023-02-11,202.90363127753616,204.20578294450686,202.17973283691876,202.21,28516
2023-02-12,200.68137299292042,202.18329272520896,199.6593277750139,201.65,88820
2023-02-13,204.569939814744,205.48042872817234,204.46363869688798,204.78,54649
2023-02-14,206.08043326616382,207.96215008806797,204.51545628867993,206.07,5658
2023-02-15,209.2301242027383,210.52932576479753,207.4158026993676,209.08,38671
2023-02-16,207.6188492164942,210.4126996479215,207.8528076734006,208.56,41339
2023-02-17,207.6404139230916,208.6609930104777,206.91608250937696,207.99,7134
2023-02-18,208.8954148306501,209.22823519973872,206.93165884281495,208.65,37557
2023-02-19,203.8839898551111,205.5561454934832,202.20179969958505,203.67,27302
2023-02-20,205.73103273172254,205.40794689577058,203.11145122493122,205.02,32887
2023-02-21,201.8803383363392,201.2458492643546,201.01547230791942,201.23,59781
2023-02-22,198.14899423039535,200.31109725722314,197.96905051779015,198.62,32377
2023-02-23,199.2754138765541,200.10467710859882,196.932752603521,198.52,24987
2023-02-24,198.99939401618914,199.53844365264317,197.03579589111533,198.11,78878
2023-02-25,195.39590856958773,196.7069511147052,193.79469527385663,195.78,70349
2023-02-26,193.1457131614682,196.09963762068585,193.7509105795091,194.13,93136
2023-02-27,191.8189028252538,192.6865868991632,191.82527071360275,191.92,44108
2023-02-28,191.42243236548805,193.67063346571734,190.8855981432739,192.11,22698
2023-03-01,196.04851177260286,195.14187074692248,193.4076728852177,195.09,15360
2023-03-02,195.689114251704,195.23897751577502,193.4452430157739,194.94,65672
2023-03-03,192.99250198661494,195.89525626669234,193.41406711640474,193.96,90302
2023-03-04,195.89835068977393,197.37988647666418,194.48020350763338,196.0,24806
2023-03-05,198.9890994621598,199.14071175736717,197.86146233990533,198.51,80461
2023-03-06,196.26676790175844,197.1467380520042,196.32926481144605,197.09,80344
2023-03-07,195.1563067640252,197.2965773098985,194.04979872078772,195.97,41534
2023-03-08,199.57723162298797,200.93356960200208,198.4748330882813,199.49,13342
2023-03-09,196.98226013970077,197.12807328261795,196.2883332117435,196.68,53160
2023-03-10,191.32103505573468,193.3766352083377,190.30385651913213,192.26,87966
2023-03-11,194.78951061517242,195.9232938207563,193.5005895516172,194.55,90763
2023-03-12,193.46863662922672,193.5990047310067,191.32197582899857,193.06,23529
