Date,Open,High,Low,Close,Volume
2023-01-01,328.75829967327496,329.9095181791373,327.4034677836757,329.21,74635
2023-01-02,331.5750470911444,333.12370677997114,330.9871994681002,331.7,78796
2023-01-03,330.5236651839029,331.0827528293481,328.9110493754222,330.26,99638
2023-01-04,330.34797407742974,331.6704370363552,330.92611066875384,331.08,54041
2023-01-05,330.359912101394,329.8445945628017,328.1952965243541,329.74,42351
2023-01-06,335.47658159217514,337.0206701072333,334.88289580675666,335.1,33946
2023-01-07,337.1880891534902,338.5389171376365,336.1592033209509,337.34,59421
2023-01-08,334.0647543575266,335.9180985581859,333.39129550472325,334.58,67482
2023-01-09,334.20392385098785,336.64500169908223,333.34723986336655,334.88,92140
2023-01-10,335.4240912470106,335.7060216758469,335.0984055788346,335.43,95544
2023-01-11,336.141568845716,337.9462594654501,334.6630495391095,336.59,19006
2023-01-12,338.1528570443784,338.50194214187263,336.64122491723487,338.09,29613
2023-01-13,340.5974554945083,340.4807470062232,339.2416400550444,340.12,54250
2023-01-14,341.18403418998435,343.6500630059025,340.255222508973,341.82,97382
2023-01-15,340.1321266541402,342.4969690088311,340.0660858708977,341.0,88533
2023-01-16,340.8252993814205,342.57588889891554,340.7621871121942,340.83,62590
2023-01-17,345.81089782932713,347.1453548015412,345.4589673269883,346.18,68987
2023-01-18,345.12388579286375,347.4326907688251,344.18236889708635,346.11,47624
2023-01-19,342.0716281878342,343.5674767408899,341.79312201287786,342.98,65252
2023-01-20,343.117375326202,342.1754791619753,340.1615534912573,342.13,14231
2023-01-21,344.6692747361851,345.0050353429209,342.44516668618274,343.79,41196
2023-01-22,343.66510688473267,344.633771557535,343.69259705587496,344.11,98192
2023-01-23,345.9189858801503,348.1241804419303,345.4510616618957,346.49,14148
2023-01-24,348.6962233049565,349.50408089432295,347.21135387208017,347.8,35407
2023-01-25,348.15551558583684,349.4504994268068,347.73558960438936,348.4,34140
2023-01-26,348.8245892474306,350.2029108781187,347.03418125327704,348.67,18659
2023-01-27,345.87995491931605,346.9179761820369,344.7953927624147,345.57,91272
2023-01-28,346.1148271539617,347.3791054568882,345.6738573644504,346.82,57300
2023-01-29,348.10860293950833,348.9633147896407,346.84078329310296,347.85,99480
2023-01-30,346.4083885039113,347.5679597489437,345.87788628480627,346.43,66519
2023-01-31,350.07593918695096,351.8744051973536,349.7975869960076,350.27,58350
2023-02-01,351.4795075015663,353.31602400474446,350.0846375952015,352.03,98541
2023-02-02,351.6881464968552,351.69815318743076,351.034433378032,351.67,84563
2023-02-03,353.6242973793097,354.33726135765846,351.2982316893547,353.04,46749
2023-02-04,353.5821973327959,355.20241676025074,351.9374039747109,353.46,78454
2023-02-05,349.95958142698277,351.5324991017641,350.4240673316707,350.67,9689
2023-02-06,351.9312224692902,352.8900037186767,349.5014806889363,351.23,22582
2023-02-07,348.2737272488727,350.0207977973872,346.7217078221732,348.19,10901
2023-02-08,347.82722594549364,350.25660495594303,347.9069024642634,348.4,39960
2023-02-09,348.8149114741146,350.6058060697613,348.58445646929925,349.5,78608
2023-02-10,347.78782786274144,348.830124381126,348.3657003077861,348.73,35831
2023-02-11,348.1686036921741,349.3459732588074,348.03500741470253,348.65,94723
